data,municipio,casos_novos,obitos_novos,vacinados_novos,casos_acumulados,obitos_acumulados,vacinados_acumulados
2024-11-30,Estância,15,0,4,1134,59,12022
2024-12-01,Estância,14,1,5,1148,60,12027
2024-12-02,Estância,10,1,3,1158,61,12030
2024-12-03,Estância,17,0,6,1175,61,12036
2024-12-04,Estância,14,2,5,1189,63,12041
2024-12-05,Estância,20,0,0,1209,63,12041
2024-12-06,Estância,8,1,0,1217,64,12041
2024-12-07,Estância,18,0,6,1235,64,12047
2024-12-08,Estância,5,1,6,1240,65,12053
2024-12-09,Estância,8,1,8,1248,66,12061
2024-12-10,Estância,5,0,6,1253,66,12067
2024-12-11,Estância,3,1,7,1256,67,12074
2024-12-12,Estância,12,1,10,1268,68,12084
2024-12-13,Estância,8,1,6,1276,69,12090
2024-12-14,Estância,9,0,6,1285,69,12096
2024-12-15,Estância,17,1,6,1302,70,12102
2024-12-16,Estância,16,0,10,1318,70,12112
2024-12-17,Estância,6,0,3,1324,70,12115
2024-12-18,Estância,10,1,7,1334,71,12122
2024-12-19,Estância,7,0,1,1341,71,12123
2024-12-20,Estância,10,0,10,1351,71,12133
2024-12-21,Estância,9,1,5,1360,72,12138
2024-12-22,Estância,13,0,4,1373,72,12142
2024-12-23,Estância,11,0,9,1384,72,12151
2024-12-24,Estância,0,1,3,1384,73,12154
2024-12-25,Estância,4,1,3,1388,74,12157
2024-12-26,Estância,13,1,1,1401,75,12158
2024-12-27,Estância,18,1,6,1419,76,12164
2024-12-28,Estância,11,0,7,1430,76,12171
2024-12-29,Estância,14,0,1,1444,76,12172
2024-12-30,Estância,9,1,10,1453,77,12182
2024-12-31,Estância,4,0,0,1457,77,12182
2025-01-01,Estância,12,1,6,1469,78,12188
2025-01-02,Estância,6,1,4,1475,79,12192
2025-01-03,Estância,10,1,8,1485,80,12200
2025-01-04,Estância,11,1,0,1496,81,12200
2025-01-05,Estância,4,1,5,1500,82,12205
2025-01-06,Estância,10,1,0,1510,83,12205
2025-01-07,Estância,6,0,3,1516,83,12208
2025-01-08,Estância,0,0,7,1516,83,12215
2025-01-09,Estância,4,1,10,1520,84,12225
2025-01-10,Estância,15,1,7,1535,85,12232
2025-01-11,Estância,1,0,5,1536,85,12237
2025-01-12,Estância,0,1,2,1536,86,12239
2025-01-13,Estância,8,0,6,1544,86,12245
2025-01-14,Estância,13,1,3,1557,87,12248
2025-01-15,Estância,12,0,3,1569,87,12251
2025-01-16,Estância,17,0,7,1586,87,12258
2025-01-17,Estância,6,0,3,1592,87,12261
2025-01-18,Estância,14,1,1,1606,88,12262
2025-01-19,Estância,5,1,2,1611,89,12264
2025-01-20,Estância,3,0,6,1614,89,12270
2025-01-21,Estância,0,0,4,1614,89,12274
2025-01-22,Estância,3,0,6,1617,89,12280
2025-01-23,Estância,10,1,8,1627,90,12288
2025-01-24,Estância,10,1,3,1637,91,12291
2025-01-25,Estância,19,1,5,1656,92,12296
2025-01-26,Estância,13,1,0,1669,93,12296
2025-01-27,Estância,13,1,7,1682,94,12303
2025-01-28,Estância,5,1,5,1687,95,12308
2025-01-29,Estância,5,0,6,1692,95,12314
2025-01-30,Estância,18,1,2,1710,96,12316
2025-01-31,Estância,5,1,2,1715,97,12318
2025-02-01,Estância,8,0,1,1723,97,12319
2025-02-02,Estância,7,0,6,1730,97,12325
2025-02-03,Estância,20,0,9,1750,97,12334
2025-02-04,Estância,5,1,6,1755,98,12340
2025-02-05,Estância,15,0,5,1770,98,12345
2025-02-06,Estância,12,1,9,1782,99,12354
2025-02-07,Estância,0,1,6,1782,100,12360
2025-02-08,Estância,9,1,8,1791,101,12368
2025-02-09,Estância,3,1,2,1794,102,12370
2025-02-10,Estância,4,0,8,1798,102,12378
2025-02-11,Estância,2,2,6,1800,104,12384
2025-02-12,Estância,21,1,2,1821,105,12386
2025-02-13,Estância,12,1,11,1833,106,12397
2025-02-14,Estância,0,1,0,1833,107,12397
2025-02-15,Estância,16,1,7,1849,108,12404
2025-02-16,Estância,4,0,0,1853,108,12404
2025-02-17,Estância,5,1,3,1858,109,12407
2025-02-18,Estância,8,0,0,1866,109,12407
2025-02-19,Estância,4,0,4,1870,109,12411
2025-02-20,Estância,7,0,7,1877,109,12418
2025-02-21,Estância,12,1,7,1889,110,12425
2025-02-22,Estância,6,1,5,1895,111,12430
2025-02-23,Estância,6,1,2,1901,112,12432
2025-02-24,Estância,4,1,3,1905,113,12435
2025-02-25,Estância,1,1,7,1906,114,12442
2025-02-26,Estância,10,1,8,1916,115,12450
2025-02-27,Estância,8,0,0,1924,115,12450
2025-02-28,Estância,2,1,5,1926,116,12455
2025-03-01,Estância,14,0,10,1940,116,12465
2025-03-02,Estância,9,1,4,1949,117,12469
2025-03-03,Estância,5,0,5,1954,117,12474
2025-03-04,Estância,10,1,3,1964,118,12477
2025-03-05,Estância,12,1,0,1976,119,12477
2025-03-06,Estância,11,1,2,1987,120,12479
2025-03-07,Estância,5,0,6,1992,120,12485
2025-03-08,Estância,14,0,5,2006,120,12490
2025-03-09,Estância,10,0,0,2016,120,12490
2025-03-10,Estância,7,0,2,2023,120,12492
2025-03-11,Estância,10,1,7,2033,121,12499
2025-03-12,Estância,9,1,4,2042,122,12503
2025-03-13,Estância,15,1,6,2057,123,12509
2025-03-14,Estância,9,1,2,2066,124,12511
2025-03-15,Estância,14,0,5,2080,124,12516
2025-03-16,Estância,16,0,8,2096,124,12524
2025-03-17,Estância,4,0,8,2100,124,12532
2025-03-18,Estância,6,1,0,2106,125,12532
2025-03-19,Estância,12,0,10,2118,125,12542
2025-03-20,Estância,5,0,4,2123,125,12546
2025-03-21,Estância,4,1,6,2127,126,12552
2025-03-22,Estância,5,1,11,2132,127,12563
2025-03-23,Estância,9,1,6,2141,128,12569
2025-03-24,Estância,7,1,3,2148,129,12572
2025-03-25,Estância,3,0,3,2151,129,12575
2025-03-26,Estância,10,1,7,2161,130,12582
2025-03-27,Estância,11,1,10,2172,131,12592
2025-03-28,Estância,10,0,1,2182,131,12593
2025-03-29,Estância,2,0,6,2184,131,12599
2025-03-30,Estância,5,0,7,2189,131,12606
2025-03-31,Estância,7,1,7,2196,132,12613
2025-04-01,Estância,21,0,5,2217,132,12618
2025-04-02,Estância,19,0,10,2236,132,12628
2025-04-03,Estância,6,1,3,2242,133,12631
2025-04-04,Estância,5,0,5,2247,133,12636
2025-04-05,Estância,9,1,4,2256,134,12640
2025-04-06,Estância,9,0,1,2265,134,12641
2025-04-07,Estância,19,1,3,2284,135,12644
2025-04-08,Estância,13,0,6,2297,135,12650
2025-04-09,Estância,10,1,3,2307,136,12653
2025-04-10,Estância,7,0,7,2314,136,12660
2025-04-11,Estância,11,0,2,2325,136,12662
2025-04-12,Estância,5,1,8,2330,137,12670
2025-04-13,Estância,11,0,9,2341,137,12679
2025-04-14,Estância,2,0,10,2343,137,12689
2025-04-15,Estância,16,1,2,2359,138,12691
2025-04-16,Estância,9,1,6,2368,139,12697
2025-04-17,Estância,1,1,3,2369,140,12700
2025-04-18,Estância,11,0,0,2380,140,12700
2025-04-19,Estância,16,0,7,2396,140,12707
2025-04-20,Estância,16,0,6,2412,140,12713
2025-04-21,Estância,11,0,3,2423,140,12716
2025-04-22,Estância,10,0,2,2433,140,12718
2025-04-23,Estância,16,1,1,2449,141,12719
2025-04-24,Estância,9,0,9,2458,141,12728
2025-04-25,Estância,14,1,3,2472,142,12731
2025-04-26,Estância,6,1,8,2478,143,12739
2025-04-27,Estância,2,0,4,2480,143,12743
2025-04-28,Estância,10,0,3,2490,143,12746
2025-04-29,Estância,7,0,1,2497,143,12747
2025-04-30,Estância,2,0,2,2499,143,12749
2025-05-01,Estância,6,1,10,2505,144,12759
2025-05-02,Estância,7,0,5,2512,144,12764
2025-05-03,Estância,0,0,6,2512,144,12770
2025-05-04,Estância,10,1,7,2522,145,12777
2025-05-05,Estância,13,1,2,2535,146,12779
2025-05-06,Estância,4,0,9,2539,146,12788
2025-05-07,Estância,12,0,4,2551,146,12792
2025-05-08,Estância,11,1,1,2562,147,12793
2025-05-09,Estância,8,0,7,2570,147,12800
2025-05-10,Estância,10,0,4,2580,147,12804
2025-05-11,Estância,8,0,6,2588,147,12810
2025-05-12,Estância,12,1,5,2600,148,12815
2025-05-13,Estância,3,1,8,2603,149,12823
2025-05-14,Estância,12,1,3,2615,150,12826
2025-05-15,Estância,14,0,8,2629,150,12834
2025-05-16,Estância,3,1,2,2632,151,12836
2025-05-17,Estância,11,2,2,2643,153,12838
2025-05-18,Estância,14,1,3,2657,154,12841
2025-05-19,Estância,14,1,4,2671,155,12845
2025-05-20,Estância,14,1,5,2685,156,12850
2025-05-21,Estância,13,1,8,2698,157,12858
2025-05-22,Estância,16,1,3,2714,158,12861
2025-05-23,Estância,13,0,2,2727,158,12863
2025-05-24,Estância,10,0,1,2737,158,12864
2025-05-25,Estância,12,1,1,2749,159,12865
2025-05-26,Estância,7,0,1,2756,159,12866
2025-05-27,Estância,0,1,0,2756,160,12866
2025-05-28,Estância,8,1,9,2764,161,12875
2025-05-29,Estância,7,0,6,2771,161,12881
2025-05-30,Estância,13,0,4,2784,161,12885
2025-05-31,Estância,8,0,3,2792,161,12888
2025-06-01,Estância,9,1,1,2801,162,12889
2025-06-02,Estância,11,1,6,2812,163,12895
2025-06-03,Estância,3,0,4,2815,163,12899
2025-06-04,Estância,16,1,5,2831,164,12904
2025-06-05,Estância,9,1,1,2840,165,12905
2025-06-06,Estância,7,1,4,2847,166,12909
2025-06-07,Estância,9,1,4,2856,167,12913
2025-06-08,Estância,16,1,1,2872,168,12914
2025-06-09,Estância,13,1,2,2885,169,12916
2025-06-10,Estância,2,1,9,2887,170,12925
2025-06-11,Estância,8,1,6,2895,171,12931
2025-06-12,Estância,10,0,1,2905,171,12932
2025-06-13,Estância,1,0,6,2906,171,12938
2025-06-14,Estância,17,0,8,2923,171,12946
2025-06-15,Estância,17,0,0,2940,171,12946
2025-06-16,Estância,13,1,2,2953,172,12948
2025-06-17,Estância,12,0,8,2965,172,12956
2025-06-18,Estância,0,0,1,2965,172,12957
2025-06-19,Estância,9,0,4,2974,172,12961
2025-06-20,Estância,13,1,3,2987,173,12964
2025-06-21,Estância,11,0,2,2998,173,12966
2025-06-22,Estância,17,1,9,3015,174,12975
2025-06-23,Estância,17,0,2,3032,174,12977
2025-06-24,Estância,2,1,7,3034,175,12984
2025-06-25,Estância,12,1,0,3046,176,12984
2025-06-26,Estância,9,0,7,3055,176,12991
2025-06-27,Estância,8,1,2,3063,177,12993
2025-06-28,Estância,7,0,2,3070,177,12995
2025-06-29,Estância,6,0,12,3076,177,13007
2025-06-30,Estância,6,1,1,3082,178,13008
2025-07-01,Estância,15,1,4,3097,179,13012
2025-07-02,Estância,8,2,8,3105,181,13020
2025-07-03,Estância,10,0,2,3115,181,13022
2025-07-04,Estância,6,1,10,3121,182,13032
2025-07-05,Estância,7,1,4,3128,183,13036
2025-07-06,Estância,1,0,1,3129,183,13037
2025-07-07,Estância,17,0,10,3146,183,13047
2025-07-08,Estância,10,0,7,3156,183,13054
2025-07-09,Estância,7,1,2,3163,184,13056
2025-07-10,Estância,13,1,10,3176,185,13066
2025-07-11,Estância,9,1,7,3185,186,13073
2025-07-12,Estância,13,1,8,3198,187,13081
2025-07-13,Estância,11,1,8,3209,188,13089
2025-07-14,Estância,6,0,4,3215,188,13093
2025-07-15,Estância,4,1,12,3219,189,13105
2025-07-16,Estância,13,1,1,3232,190,13106
2025-07-17,Estância,12,0,3,3244,190,13109
2025-07-18,Estância,17,0,2,3261,190,13111
2025-07-19,Estância,8,0,8,3269,190,13119
2025-07-20,Estância,7,0,5,3276,190,13124
2025-07-21,Estância,7,1,4,3283,191,13128
2025-07-22,Estância,9,0,7,3292,191,13135
2025-07-23,Estância,4,0,4,3296,191,13139
2025-07-24,Estância,10,0,6,3306,191,13145
2025-07-25,Estância,11,1,4,3317,192,13149
2025-07-26,Estância,13,1,0,3330,193,13149
2025-07-27,Estância,4,1,5,3334,194,13154
2025-07-28,Estância,15,1,6,3349,195,13160
2025-07-29,Estância,7,1,4,3356,196,13164
2025-07-30,Estância,22,0,2,3378,196,13166
2025-07-31,Estância,1,0,4,3379,196,13170
2024-08-01,Tobias Barreto,19,1,7,19,1,7972
2024-08-02,Tobias Barreto,15,1,4,34,2,7976
2024-08-03,Tobias Barreto,4,1,9,38,3,7985
2024-08-04,Tobias Barreto,6,1,2,44,4,7987
2024-08-05,Tobias Barreto,7,1,2,51,5,7989
2024-08-06,Tobias Barreto,20,1,4,71,6,7993
2024-08-07,Tobias Barreto,15,1,4,86,7,7997
2024-08-08,Tobias Barreto,5,0,10,91,7,8007
2024-08-09,Tobias Barreto,0,0,0,91,7,8007
2024-08-10,Tobias Barreto,3,1,4,94,8,8011
2024-08-11,Tobias Barreto,17,0,3,111,8,8014
2024-08-12,Tobias Barreto,9,1,7,120,9,8021
2024-08-13,Tobias Barreto,14,1,8,134,10,8029
2024-08-14,Tobias Barreto,8,0,4,142,10,8033
2024-08-15,Tobias Barreto,3,1,9,145,11,8042
2024-08-16,Tobias Barreto,8,0,0,153,11,8042
2024-08-17,Tobias Barreto,19,0,3,172,11,8045
2024-08-18,Tobias Barreto,4,1,6,176,12,8051
2024-08-19,Tobias Barreto,8,1,9,184,13,8060
2024-08-20,Tobias Barreto,10,1,0,194,14,8060
2024-08-21,Tobias Barreto,6,0,8,200,14,8068
2024-08-22,Tobias Barreto,6,0,3,206,14,8071
2024-08-23,Tobias Barreto,9,1,3,215,15,8074
2024-08-24,Tobias Barreto,6,1,1,221,16,8075
2024-08-25,Tobias Barreto,11,0,5,232,16,8080
2024-08-26,Tobias Barreto,7,0,5,239,16,8085
2024-08-27,Tobias Barreto,13,0,1,252,16,8086
2024-08-28,Tobias Barreto,12,0,2,264,16,8088
2024-08-29,Tobias Barreto,4,0,7,268,16,8095
2024-08-30,Tobias Barreto,14,0,0,282,16,8095
2024-08-31,Tobias Barreto,8,0,4,290,16,8099
2024-09-01,Tobias Barreto,7,1,1,297,17,8100
2024-09-02,Tobias Barreto,7,0,0,304,17,8100
2024-09-03,Tobias Barreto,12,1,5,316,18,8105
2024-09-04,Tobias Barreto,8,1,2,324,19,8107
2024-09-05,Tobias Barreto,12,1,6,336,20,8113
2024-09-06,Tobias Barreto,8,0,5,344,20,8118
2024-09-07,Tobias Barreto,17,1,2,361,21,8120
2024-09-08,Tobias Barreto,10,0,11,371,21,8131
2024-09-09,Tobias Barreto,14,0,7,385,21,8138
2024-09-10,Tobias Barreto,8,1,4,393,22,8142
2024-09-11,Tobias Barreto,12,0,8,405,22,8150
2024-09-12,Tobias Barreto,9,0,1,414,22,8151
2024-09-13,Tobias Barreto,11,1,0,425,23,8151
2024-09-14,Tobias Barreto,7,1,5,432,24,8156
2024-09-15,Tobias Barreto,0,0,2,432,24,8158
2024-09-16,Tobias Barreto,5,0,0,437,24,8158
2024-09-17,Tobias Barreto,8,1,5,445,25,8163
2024-09-18,Tobias Barreto,12,0,8,457,25,8171
2024-09-19,Tobias Barreto,10,1,8,467,26,8179
2024-09-20,Tobias Barreto,6,0,3,473,26,8182
2024-09-21,Tobias Barreto,9,0,1,482,26,8183
2024-09-22,Tobias Barreto,12,1,10,494,27,8193
2024-09-23,Tobias Barreto,10,1,5,504,28,8198
2024-09-24,Tobias Barreto,9,0,0,513,28,8198
2024-09-25,Tobias Barreto,16,1,5,529,29,8203
2024-09-26,Tobias Barreto,11,0,6,540,29,8209
2024-09-27,Tobias Barreto,7,0,8,547,29,8217
2024-09-28,Tobias Barreto,10,1,6,557,30,8223
2024-09-29,Tobias Barreto,17,1,6,574,31,8229
2024-09-30,Tobias Barreto,9,1,3,583,32,8232
2024-10-01,Tobias Barreto,9,0,2,592,32,8234
2024-10-02,Tobias Barreto,9,0,11,601,32,8245
2024-10-03,Tobias Barreto,11,0,6,612,32,8251
2024-10-04,Tobias Barreto,7,1,3,619,33,8254
2024-10-05,Tobias Barreto,2,0,5,621,33,8259
2024-10-06,Tobias Barreto,17,1,4,638,34,8263
2024-10-07,Tobias Barreto,3,1,2,641,35,8265
2024-10-08,Tobias Barreto,8,2,8,649,37,8273
2024-10-09,Tobias Barreto,9,1,3,658,38,8276
2024-10-10,Tobias Barreto,6,1,4,664,39,8280
2024-10-11,Tobias Barreto,9,0,2,673,39,8282
2024-10-12,Tobias Barreto,17,0,9,690,39,8291
2024-10-13,Tobias Barreto,6,0,3,696,39,8294
2024-10-14,Tobias Barreto,3,1,6,699,40,8300
2024-10-15,Tobias Barreto,9,0,3,708,40,8303
2024-10-16,Tobias Barreto,10,0,0,718,40,8303
2024-10-17,Tobias Barreto,5,0,7,723,40,8310
2024-10-18,Tobias Barreto,4,1,2,727,41,8312
2024-10-19,Tobias Barreto,1,0,0,728,41,8312
2024-10-20,Tobias Barreto,7,1,9,735,42,8321
2024-10-21,Tobias Barreto,13,1,0,748,43,8321
2024-10-22,Tobias Barreto,4,0,3,752,43,8324
2024-10-23,Tobias Barreto,9,1,5,761,44,8329
2024-10-24,Tobias Barreto,6,0,6,767,44,8335
2024-10-25,Tobias Barreto,10,0,6,777,44,8341
2024-10-26,Tobias Barreto,19,0,0,796,44,8341
2024-10-27,Tobias Barreto,1,0,7,797,44,8348
2024-10-28,Tobias Barreto,12,0,9,809,44,8357
2024-10-29,Tobias Barreto,17,1,4,826,45,8361
2024-10-30,Tobias Barreto,1,0,10,827,45,8371
2024-10-31,Tobias Barreto,13,1,5,840,46,8376
2024-11-01,Tobias Barreto,7,0,2,847,46,8378
2024-11-02,Tobias Barreto,0,1,10,847,47,8388
2024-11-03,Tobias Barreto,8,0,4,855,47,8392
2024-11-04,Tobias Barreto,15,0,5,870,47,8397
2024-11-05,Tobias Barreto,5,1,0,875,48,8397
2024-11-06,Tobias Barreto,8,2,2,883,50,8399
2024-11-07,Tobias Barreto,3,1,3,886,51,8402
2024-11-08,Tobias Barreto,9,1,7,895,52,8409
2024-11-09,Tobias Barreto,10,1,1,905,53,8410
2024-11-10,Tobias Barreto,8,1,4,913,54,8414
2024-11-11,Tobias Barreto,6,0,6,919,54,8420
2024-11-12,Tobias Barreto,5,0,0,924,54,8420
2024-11-13,Tobias Barreto,16,1,4,940,55,8424
2024-11-14,Tobias Barreto,9,0,9,949,55,8433
2024-11-15,Tobias Barreto,18,1,9,967,56,8442
2024-11-16,Tobias Barreto,2,0,2,969,56,8444
2024-11-17,Tobias Barreto,12,1,1,981,57,8445
2024-11-18,Tobias Barreto,2,0,5,983,57,8450
2024-11-19,Tobias Barreto,18,1,4,1001,58,8454
2024-11-20,Tobias Barreto,7,0,2,1008,58,8456
2024-11-21,Tobias Barreto,12,0,0,1020,58,8456
2024-11-22,Tobias Barreto,7,1,6,1027,59,8462
2024-11-23,Tobias Barreto,10,0,3,1037,59,8465
2024-11-24,Tobias Barreto,11,0,0,1048,59,8465
2024-11-25,Tobias Barreto,4,0,7,1052,59,8472
2024-11-26,Tobias Barreto,3,0,10,1055,59,8482
2024-11-27,Tobias Barreto,2,1,5,1057,60,8487
2024-11-28,Tobias Barreto,8,1,5,1065,61,8492
2024-11-29,Tobias Barreto,9,1,2,1074,62,8494
2024-11-30,Tobias Barreto,12,0,8,1086,62,8502
2024-12-01,Tobias Barreto,7,0,10,1093,62,8512
2024-12-02,Tobias Barreto,9,0,5,1102,62,8517
2024-12-03,Tobias Barreto,12,0,1,1114,62,8518
2024-12-04,Tobias Barreto,3,0,8,1117,62,8526
2024-12-05,Tobias Barreto,13,0,2,1130,62,8528
2024-12-06,Tobias Barreto,23,0,11,1153,62,8539
2024-12-07,Tobias Barreto,5,1,3,1158,63,8542
2024-12-08,Tobias Barreto,6,1,3,1164,64,8545
2024-12-09,Tobias Barreto,20,0,4,1184,64,8549
2024-12-10,Tobias Barreto,11,0,3,1195,64,8552
2024-12-11,Tobias Barreto,14,1,5,1209,65,8557
2024-12-12,Tobias Barreto,15,1,9,1224,66,8566
2024-12-13,Tobias Barreto,9,0,9,1233,66,8575
2024-12-14,Tobias Barreto,16,0,5,1249,66,8580
2024-12-15,Tobias Barreto,7,1,6,1256,67,8586
2024-12-16,Tobias Barreto,19,1,6,1275,68,8592
2024-12-17,Tobias Barreto,5,0,5,1280,68,8597
2024-12-18,Tobias Barreto,6,0,2,1286,68,8599
2024-12-19,Tobias Barreto,7,1,5,1293,69,8604
2024-12-20,Tobias Barreto,19,1,11,1312,70,8615
2024-12-21,Tobias Barreto,11,0,5,1323,70,8620
2024-12-22,Tobias Barreto,9,0,5,1332,70,8625
2024-12-23,Tobias Barreto,16,1,5,1348,71,8630
2024-12-24,Tobias Barreto,8,1,6,1356,72,8636
2024-12-25,Tobias Barreto,9,1,5,1365,73,8641
2024-12-26,Tobias Barreto,12,0,6,1377,73,8647
2024-12-27,Tobias Barreto,11,1,8,1388,74,8655
2024-12-28,Tobias Barreto,7,2,5,1395,76,8660
2024-12-29,Tobias Barreto,6,0,1,1401,76,8661
2024-12-30,Tobias Barreto,14,1,4,1415,77,8665
2024-12-31,Tobias Barreto,6,0,3,1421,77,8668
2025-01-01,Tobias Barreto,12,0,7,1433,77,8675
2025-01-02,Tobias Barreto,7,1,6,1440,78,8681
2025-01-03,Tobias Barreto,10,1,5,1450,79,8686
2025-01-04,Tobias Barreto,17,1,8,1467,80,8694
2025-01-05,Tobias Barreto,12,0,6,1479,80,8700
2025-01-06,Tobias Barreto,13,0,3,1492,80,8703
2025-01-07,Tobias Barreto,19,1,6,1511,81,8709
2025-01-08,Tobias Barreto,8,1,6,1519,82,8715
2025-01-09,Tobias Barreto,17,0,4,1536,82,8719
2025-01-10,Tobias Barreto,13,1,6,1549,83,8725
2025-01-11,Tobias Barreto,1,0,6,1550,83,8731
2025-01-12,Tobias Barreto,13,0,4,1563,83,8735
2025-01-13,Tobias Barreto,8,0,7,1571,83,8742
2025-01-14,Tobias Barreto,13,1,7,1584,84,8749
2025-01-15,Tobias Barreto,2,1,2,1586,85,8751
2025-01-16,Tobias Barreto,18,1,5,1604,86,8756
2025-01-17,Tobias Barreto,5,0,8,1609,86,8764
2025-01-18,Tobias Barreto,10,0,4,1619,86,8768
2025-01-19,Tobias Barreto,12,1,7,1631,87,8775
2025-01-20,Tobias Barreto,7,1,4,1638,88,8779
2025-01-21,Tobias Barreto,5,1,4,1643,89,8783
2025-01-22,Tobias Barreto,6,0,2,1649,89,8785
2025-01-23,Tobias Barreto,12,1,3,1661,90,8788
2025-01-24,Tobias Barreto,13,0,6,1674,90,8794
2025-01-25,Tobias Barreto,9,0,5,1683,90,8799
2025-01-26,Tobias Barreto,7,1,6,1690,91,8805
2025-01-27,Tobias Barreto,1,1,8,1691,92,8813
2025-01-28,Tobias Barreto,13,0,7,1704,92,8820
2025-01-29,Tobias Barreto,7,0,0,1711,92,8820
2025-01-30,Tobias Barreto,11,0,7,1722,92,8827
2025-01-31,Tobias Barreto,14,0,4,1736,92,8831
2025-02-01,Tobias Barreto,20,0,3,1756,92,8834
2025-02-02,Tobias Barreto,3,1,4,1759,93,8838
2025-02-03,Tobias Barreto,9,0,4,1768,93,8842
2025-02-04,Tobias Barreto,14,0,1,1782,93,8843
2025-02-05,Tobias Barreto,9,0,0,1791,93,8843
2025-02-06,Tobias Barreto,10,1,9,1801,94,8852
2025-02-07,Tobias Barreto,11,0,2,1812,94,8854
2025-02-08,Tobias Barreto,6,1,5,1818,95,8859
2025-02-09,Tobias Barreto,7,1,0,1825,96,8859
2025-02-10,Tobias Barreto,11,1,9,1836,97,8868
2025-02-11,Tobias Barreto,5,1,0,1841,98,8868
2025-02-12,Tobias Barreto,1,1,9,1842,99,8877
2025-02-13,Tobias Barreto,1,0,0,1843,99,8877
2025-02-14,Tobias Barreto,11,0,6,1854,99,8883
2025-02-15,Tobias Barreto,16,1,2,1870,100,8885
2025-02-16,Tobias Barreto,8,0,0,1878,100,8885
2025-02-17,Tobias Barreto,2,0,1,1880,100,8886
2025-02-18,Tobias Barreto,7,0,7,1887,100,8893
2025-02-19,Tobias Barreto,13,0,9,1900,100,8902
2025-02-20,Tobias Barreto,13,1,5,1913,101,8907
2025-02-21,Tobias Barreto,19,1,3,1932,102,8910
2025-02-22,Tobias Barreto,6,0,8,1938,102,8918
2025-02-23,Tobias Barreto,12,0,2,1950,102,8920
2025-02-24,Tobias Barreto,19,1,6,1969,103,8926
2025-02-25,Tobias Barreto,14,1,9,1983,104,8935
2025-02-26,Tobias Barreto,10,0,4,1993,104,8939
2025-02-27,Tobias Barreto,16,1,15,2009,105,8954
2025-02-28,Tobias Barreto,3,0,4,2012,105,8958
2025-03-01,Tobias Barreto,10,1,4,2022,106,8962
2025-03-02,Tobias Barreto,1,0,4,2023,106,8966
2025-03-03,Tobias Barreto,7,1,5,2030,107,8971
2025-03-04,Tobias Barreto,10,1,7,2040,108,8978
2025-03-05,Tobias Barreto,12,1,6,2052,109,8984
2025-03-06,Tobias Barreto,11,0,5,2063,109,8989
2025-03-07,Tobias Barreto,10,1,9,2073,110,8998
2025-03-08,Tobias Barreto,12,1,4,2085,111,9002
2025-03-09,Tobias Barreto,12,1,11,2097,112,9013
2025-03-10,Tobias Barreto,18,0,6,2115,112,9019
2025-03-11,Tobias Barreto,25,1,3,2140,113,9022
2025-03-12,Tobias Barreto,7,0,0,2147,113,9022
2025-03-13,Tobias Barreto,18,0,4,2165,113,9026
2025-03-14,Tobias Barreto,13,1,13,2178,114,9039
2025-03-15,Tobias Barreto,10,0,4,2188,114,9043
2025-03-16,Tobias Barreto,14,1,5,2202,115,9048
2025-03-17,Tobias Barreto,10,0,5,2212,115,9053
2025-03-18,Tobias Barreto,10,0,7,2222,115,9060
2025-03-19,Tobias Barreto,4,1,0,2226,116,9060
2025-03-20,Tobias Barreto,12,1,8,2238,117,9068
2025-03-21,Tobias Barreto,0,0,4,2238,117,9072
2025-03-22,Tobias Barreto,4,1,6,2242,118,9078
2025-03-23,Tobias Barreto,0,1,9,2242,119,9087
2025-03-24,Tobias Barreto,7,1,5,2249,120,9092
2025-03-25,Tobias Barreto,20,0,1,2269,120,9093
2025-03-26,Tobias Barreto,1,0,5,2270,120,9098
2025-03-27,Tobias Barreto,7,1,5,2277,121,9103
2025-03-28,Tobias Barreto,9,0,7,2286,121,9110
2025-03-29,Tobias Barreto,0,1,4,2286,122,9114
2025-03-30,Tobias Barreto,4,0,0,2290,122,9114
2025-03-31,Tobias Barreto,2,0,3,2292,122,9117
2025-04-01,Tobias Barreto,11,0,8,2303,122,9125
2025-04-02,Tobias Barreto,10,1,8,2313,123,9133
2025-04-03,Tobias Barreto,1,0,5,2314,123,9138
2025-04-04,Tobias Barreto,4,1,7,2318,124,9145
2025-04-05,Tobias Barreto,10,1,3,2328,125,9148
2025-04-06,Tobias Barreto,7,0,9,2335,125,9157
2025-04-07,Tobias Barreto,11,0,2,2346,125,9159
2025-04-08,Tobias Barreto,6,0,1,2352,125,9160
2025-04-09,Tobias Barreto,19,2,6,2371,127,9166
2025-04-10,Tobias Barreto,7,1,10,2378,128,9176
2025-04-11,Tobias Barreto,10,2,5,2388,130,9181
2025-04-12,Tobias Barreto,13,0,0,2401,130,9181
2025-04-13,Tobias Barreto,8,1,3,2409,131,9184
2025-04-14,Tobias Barreto,8,0,5,2417,131,9189
2025-04-15,Tobias Barreto,11,1,10,2428,132,9199
2025-04-16,Tobias Barreto,5,0,4,2433,132,9203
2025-04-17,Tobias Barreto,12,0,0,2445,132,9203
2025-04-18,Tobias Barreto,11,1,0,2456,133,9203
2025-04-19,Tobias Barreto,4,1,0,2460,134,9203
2025-04-20,Tobias Barreto,10,1,5,2470,135,9208
2025-04-21,Tobias Barreto,9,1,4,2479,136,9212
2025-04-22,Tobias Barreto,5,0,4,2484,136,9216
